Date,1Y
4/1/2010,0.01587202
5/1/2010,0.01562963
6/1/2010,0.013532178
7/1/2010,0.0096279857
8/1/2010,0.013411201
9/1/2010,0.0090713698
10/1/2010,0.013652619
11/1/2010,0.013962369
12/1/2010,0.014938723
1/1/2011,0.017900451
2/1/2011,0.019547432
3/1/2011,0.021063793
4/1/2011,0.020757372
5/1/2011,0.02292302
6/1/2011,0.021177045
7/1/2011,0.02432348
8/1/2011,0.015113148
9/1/2011,0.01008876
10/1/2011,0.014656093
11/1/2011,0.015052488
12/1/2011,0.017116627
1/1/2012,0.014714419
2/1/2012,0.015014226
3/1/2012,0.013620536
4/1/2012,0.016869361
5/1/2012,0.015903147
6/1/2012,0.0078930567
7/1/2012,0.012966497
8/1/2012,0.013700924
9/1/2012,0.019315046
10/1/2012,0.016131067
11/1/2012,0.016632266
12/1/2012,0.021029068
1/1/2013,0.013155854
2/1/2013,0.013608065
3/1/2013,0.010049408
4/1/2013,0.014563149
5/1/2013,0.011780254
6/1/2013,0.013532103
7/1/2013,0.010030329
8/1/2013,0.01797427
9/1/2013,0.02202423
10/1/2013,0.015555239
11/1/2013,0.014505754
12/1/2013,0.019240314
1/1/2014,0.016382453
2/1/2014,0.015858281
3/1/2014,0.012194617
4/1/2014,0.01653011
5/1/2014,0.0176839
6/1/2014,0.015265458
7/1/2014,0.018594911
8/1/2014,0.018065541
9/1/2014,0.021150395
10/1/2014,0.016022445
11/1/2014,0.01321155
12/1/2014,0.021860996
1/1/2015,0.0091604112
2/1/2015,0.0038334206
3/1/2015,0.0079843856
4/1/2015,0.015899931
5/1/2015,0.017028274
6/1/2015,0.017750546
7/1/2015,0.018011251
8/1/2015,0.017247986
9/1/2015,0.01928355825
10/1/2015,0.013119821
11/1/2015,0.013066673
12/1/2015,0.01467955146
1/1/2016,0.01474987757
2/1/2016,0.0111589387
3/1/2016,0.007822455095
4/1/2016,0.01689664178
5/1/2016,0.0166012215
6/1/2016,0.01281161849
7/1/2016,0.01648134364
8/1/2016,0.01590086595
9/1/2016,0.02064437244
10/1/2016,0.01743997361
11/1/2016,0.01902201835
12/1/2016,0.02291733201
1/1/2017,0.02102731804
2/1/2017,0.01942773713
3/1/2017,0.0150314821
4/1/2017,0.0171866969
5/1/2017,0.01564806345
6/1/2017,0.009586877607
7/1/2017,0.01712159512
8/1/2017,0.01652178323
9/1/2017,0.02057802372
10/1/2017,0.01952699333
11/1/2017,0.02069175017
12/1/2017,0.02824074762
1/1/2018,0.01904893803
2/1/2018,0.02138040936
3/1/2018,0.01688744332
4/1/2018,0.01846790223
5/1/2018,0.01967783942
6/1/2018,0.01590995287
7/1/2018,0.02123089387
8/1/2018,0.02128458084
9/1/2018,0.02410014542
10/1/2018,0.02212166571
11/1/2018,0.02167016245
12/1/2018,0.01981070021
1/1/2019,0.01803958397
2/1/2019,0.01789431063
3/1/2019,0.01375324289
4/1/2019,0.02037380304
5/1/2019,0.0218513987
